カテゴリ,物件名,所在地,アクセス1,アクセス2,アクセス3,築年数,建物の階数,部屋の階数,賃料,管理費,敷金,礼金,間取り,面積,URL
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,1階,11.4万円,15000円,-,11.4万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598490/?bc=100354729150
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,1階,11.4万円,15000円,-,11.4万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598488/?bc=100354729147
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,1階,11.4万円,15000円,-,11.4万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010248/?bc=100353316388
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,1階,11.4万円,15000円,-,11.4万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598491/?bc=100354729152
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,1階,11.4万円,15000円,-,11.4万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598489/?bc=100354729157
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,1階,11.4万円,15000円,-,11.4万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598487/?bc=100354729160
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.65万円,15000円,-,11.65万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000086598494/?bc=100354729168
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.65万円,15000円,-,11.65万円,2K,25.5m2,https://suumo.jp/chintai/jnc_000086376701/?bc=100353515532
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.65万円,15000円,-,11.65万円,2K,25.5m2,https://suumo.jp/chintai/jnc_000086376700/?bc=100353515496
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.7万円,15000円,-,11.7万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010268/?bc=100351432870
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.7万円,15000円,-,11.7万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010269/?bc=100355042788
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.7万円,15000円,-,11.7万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010270/?bc=100351433097
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.7万円,15000円,-,11.7万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010271/?bc=100353919042
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.7万円,15000円,-,11.7万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010267/?bc=100351432974
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,2階,11.7万円,15000円,-,11.7万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000085010281/?bc=100345787975
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.7万円,15000円,-,11.7万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000085010292/?bc=100345787938
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.7万円,15000円,-,11.7万円,2K,25.5m2,https://suumo.jp/chintai/jnc_000085010290/?bc=100345787995
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.7万円,15000円,-,11.7万円,2K,25.5m2,https://suumo.jp/chintai/jnc_000085010289/?bc=100345788010
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598497/?bc=100355137621
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010285/?bc=100345787958
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598499/?bc=100355137532
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598498/?bc=100355137561
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598500/?bc=100355137547
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010284/?bc=100345787976
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.75万円,15000円,-,11.75万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000085010318/?bc=100345788008
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.75万円,15000円,-,11.75万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000085010317/?bc=100345787994
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,3階,11.75万円,15000円,-,11.75万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000086598510/?bc=100355137601
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.8万円,15000円,-,11.8万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010300/?bc=100345788005
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.8万円,15000円,-,11.8万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010299/?bc=100345787999
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.8万円,15000円,-,11.8万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010303/?bc=100345787991
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.8万円,15000円,-,11.8万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010301/?bc=100355137625
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.8万円,15000円,-,11.8万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000085010302/?bc=100355137641
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,4階,11.8万円,15000円,-,11.8万円,2K,25.9m2,https://suumo.jp/chintai/jnc_000085010319/?bc=100345787940
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,5階,11.85万円,15000円,-,11.85万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598512/?bc=100355137591
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,5階,11.85万円,15000円,-,11.85万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598511/?bc=100355137546
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,5階,11.85万円,15000円,-,11.85万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000084778350/?bc=100354541351
賃貸マンション,ザ・プレミアムキューブG東中野,東京都中野区東中野５,ＪＲ中央線/東中野駅 歩7分,東京メトロ東西線/落合駅 歩7分,ＪＲ山手線/高田馬場駅 歩21分,新築,5階建,5階,11.85万円,15000円,-,11.85万円,2K,25.98m2,https://suumo.jp/chintai/jnc_000086598513/?bc=100354541475
賃貸マンション,フジハイツ,東京都品川区中延６,東急大井町線/荏原町駅 歩7分,都営浅草線/馬込駅 歩8分,東急大井町線/中延駅 歩10分,築40年,3階建,3階,10万円,-,10万円,-,3K,49m2,https://suumo.jp/chintai/jnc_000083785065/?bc=100336451160
賃貸マンション,ハーモニーレジデンス中野本町パークサイド,東京都中野区本町５,東京メトロ丸ノ内線/中野新橋駅 歩6分,東京メトロ丸ノ内線/新中野駅 歩9分,ＪＲ中央線/中野駅 歩20分,築3年,4階建,1階,10.95万円,15000円,-,-,2K,25.5m2,https://suumo.jp/chintai/jnc_000075954238/?bc=100351960281
賃貸マンション,ハーモニーレジデンス中野本町パークサイド,東京都中野区本町５,東京メトロ丸ノ内線/中野新橋駅 歩6分,東京メトロ丸ノ内線/新中野駅 歩9分,ＪＲ中央線/中野駅 歩20分,築3年,4階建,1階,11.1万円,15000円,-,-,2K,25.5m2,https://suumo.jp/chintai/jnc_000086357748/?bc=100353272282
賃貸マンション,ハーモニーレジデンス中野本町パークサイド,東京都中野区本町５,東京メトロ丸ノ内線/中野新橋駅 歩6分,東京メトロ丸ノ内線/新中野駅 歩9分,ＪＲ中央線/中野駅 歩20分,築3年,4階建,4階,11.5万円,15000円,-,-,2K,25.5m2,https://suumo.jp/chintai/jnc_000086625871/?bc=100354912371
賃貸マンション,HF西新宿レジデンスWEST,東京都新宿区西新宿８,東京メトロ丸ノ内線/西新宿駅 歩6分,ＪＲ中央線/大久保駅 歩7分,西武新宿線/西武新宿駅 歩11分,築18年,12階建,11階,13.6万円,12000円,13.6万円,-,11DK,32.64m2,https://suumo.jp/chintai/jnc_000086383687/?bc=100352984478
賃貸マンション,プラネット,東京都江戸川区東小岩５,ＪＲ総武線/小岩駅 歩10分,京成本線/江戸川駅 歩14分,京成本線/京成小岩駅 歩18分,築3年,2階建,1階,6.5万円,2000円,6.5万円,6.5万円,10K,25.14m2,https://suumo.jp/chintai/jnc_000069082397/?bc=100354497924
賃貸マンション,日神デュオステージ押上,東京都墨田区京島２,東京メトロ半蔵門線/押上駅 歩10分,京成押上線/京成曳舟駅 歩7分,東武伊勢崎線/曳舟駅 歩8分,築15年,6階建,1階,8.5万円,11000円,-,8.5万円,2K,30.22m2,https://suumo.jp/chintai/jnc_000086659395/?bc=100355055164
賃貸マンション,ライトテラス上野,東京都台東区下谷１,ＪＲ山手線/上野駅 歩9分,東京メトロ日比谷線/入谷駅 歩3分,ＪＲ京浜東北線/鶯谷駅 歩7分,築4年,13階建,10階,12.5万円,10000円,-,-,2K,28.03m2,https://suumo.jp/chintai/jnc_000086625488/?bc=100354744481
賃貸マンション,ライトテラス上野,東京都台東区下谷１,ＪＲ山手線/上野駅 歩9分,東京メトロ日比谷線/入谷駅 歩3分,ＪＲ京浜東北線/鶯谷駅 歩7分,築4年,13階建,7階,12.2万円,15000円,-,-,2K,28.03m2,https://suumo.jp/chintai/jnc_000086066902/?bc=100350966930
賃貸マンション,ライトテラス上野,東京都台東区下谷１,ＪＲ山手線/上野駅 歩9分,東京メトロ日比谷線/入谷駅 歩3分,ＪＲ京浜東北線/鶯谷駅 歩7分,築4年,13階建,10階,12.5万円,15000円,-,-,2K,28.03m2,https://suumo.jp/chintai/jnc_000086059601/?bc=100342827976
賃貸マンション,ライトテラス上野,東京都台東区下谷１,ＪＲ山手線/上野駅 歩9分,東京メトロ日比谷線/入谷駅 歩3分,ＪＲ京浜東北線/鶯谷駅 歩7分,築4年,13階建,10階,12.6万円,15000円,12.6万円,12.6万円,2K,28.03m2,https://suumo.jp/chintai/jnc_000084811629/?bc=100343941853
賃貸マンション,アヴァンティーク銀座一丁目,東京都中央区銀座１,東京メトロ銀座線/銀座駅 歩8分,都営浅草線/宝町駅 歩4分,東京メトロ有楽町線/銀座一丁目駅 歩4分,築23年,13階建,4階,15.6万円,14000円,15.6万円,15.6万円,2K,40.81m2,https://suumo.jp/chintai/jnc_000068734314/?bc=100347639296
賃貸マンション,東京メトロ日比谷線 入谷駅 13階建 築4年,東京都台東区下谷１,東京メトロ日比谷線/入谷駅 歩3分,ＪＲ山手線/上野駅 歩9分,ＪＲ京浜東北線/鶯谷駅 歩8分,築4年,13階建,7階,12.2万円,15000円,-,-,2K,28.03m2,https://suumo.jp/chintai/jnc_000086082902/?bc=100352834755
賃貸マンション,東京メトロ日比谷線 入谷駅 13階建 築4年,東京都台東区下谷１,東京メトロ日比谷線/入谷駅 歩3分,ＪＲ山手線/上野駅 歩9分,ＪＲ京浜東北線/鶯谷駅 歩8分,築4年,13階建,10階,12.5万円,15000円,-,-,2K,28.03m2,https://suumo.jp/chintai/jnc_000086072679/?bc=100334371085
賃貸アパート,ＪＲ総武線 亀戸駅 3階建 築15年,東京都江東区亀戸５,ＪＲ総武線/亀戸駅 歩5分,東武亀戸線/亀戸水神駅 歩9分,都営新宿線/西大島駅 歩18分,築15年,3階建,1階,8.6万円,-,8.6万円,8.6万円,2K,32.74m2,https://suumo.jp/chintai/jnc_000086708837/?bc=100355432720
賃貸マンション,ライオンズマンション日暮里駅前,東京都荒川区東日暮里５,ＪＲ山手線/日暮里駅 歩2分,ＪＲ常磐線/三河島駅 歩14分,日暮里・舎人ライナー/西日暮里駅 歩10分,築41年,11階建,4階,16.8万円,-,16.8万円,16.8万円,3DK,55.39m2,https://suumo.jp/chintai/jnc_000086630636/?bc=100355040583
賃貸マンション,ライオンズマンション日暮里駅前,東京都荒川区東日暮里５,ＪＲ山手線/日暮里駅 歩2分,ＪＲ常磐線/三河島駅 歩14分,日暮里・舎人ライナー/西日暮里駅 歩10分,築41年,11階建,6階,17.5万円,-,17.5万円,17.5万円,3DK,55.39m2,https://suumo.jp/chintai/jnc_000053311010/?bc=100335173564
賃貸マンション,ライオンズマンション日暮里駅前,東京都荒川区東日暮里５,ＪＲ山手線/日暮里駅 歩2分,ＪＲ常磐線/三河島駅 歩14分,日暮里・舎人ライナー/西日暮里駅 歩10分,築41年,11階建,7階,18万円,10000円,18万円,-,2LDK,50.37m2,https://suumo.jp/chintai/jnc_000084040010/?bc=100351340293
賃貸一戸建て,雨宮貸家,東京都江戸川区北小岩２,ＪＲ総武線/小岩駅 歩10分,京成本線/京成小岩駅 歩9分,京成本線/江戸川駅 歩10分,築31年,3階建,2-3階,11万円,-,11万円,11万円,3DK,70m2,https://suumo.jp/chintai/jnc_000086768491/?bc=100355661006
賃貸マンション,ガーラ練馬グランドステージ,東京都練馬区豊玉中３,西武池袋線/練馬駅 歩7分,都営大江戸線/豊島園駅 歩17分,西武池袋線/桜台駅 歩18分,築5年,地下1地上4階建,2階,8.9万円,10000円,8.9万円,17.8万円,2K,25.96m2,https://suumo.jp/chintai/jnc_000045914543/?bc=100354863142
賃貸マンション,ガーラ練馬グランドステージ,東京都練馬区豊玉中３,西武池袋線/練馬駅 歩7分,都営大江戸線/豊島園駅 歩17分,西武池袋線/桜台駅 歩18分,築5年,地下1地上4階建,2階,8.95万円,10000円,8.95万円,17.9万円,2K,25.81m2,https://suumo.jp/chintai/jnc_000072879368/?bc=100353877871
賃貸マンション,ガーラ練馬グランドステージ,東京都練馬区豊玉中３,西武池袋線/練馬駅 歩7分,都営大江戸線/豊島園駅 歩17分,西武池袋線/桜台駅 歩18分,築5年,地下1地上4階建,2階,8.95万円,10000円,8.95万円,17.9万円,2K,25.81m2,https://suumo.jp/chintai/jnc_000058392381/?bc=100355523384
賃貸マンション,ガーラ練馬グランドステージ,東京都練馬区豊玉中３,西武池袋線/練馬駅 歩7分,都営大江戸線/豊島園駅 歩17分,西武池袋線/桜台駅 歩18分,築5年,地下1地上4階建,3階,9.3万円,10000円,9.3万円,18.6万円,2K,25.96m2,https://suumo.jp/chintai/jnc_000086380147/?bc=100353059002
賃貸マンション,ガーラ練馬グランドステージ,東京都練馬区豊玉中３,西武池袋線/練馬駅 歩7分,都営大江戸線/豊島園駅 歩17分,西武池袋線/桜台駅 歩18分,築5年,地下1地上4階建,4階,9.7万円,10000円,9.7万円,19.4万円,2K,25.92m2,https://suumo.jp/chintai/jnc_000056611298/?bc=100354561485
賃貸マンション,ガーラ練馬グランドステージ,東京都練馬区豊玉中３,西武池袋線/練馬駅 歩7分,都営大江戸線/豊島園駅 歩17分,西武池袋線/桜台駅 歩18分,築5年,地下1地上4階建,3階,9.7万円,10000円,9.7万円,19.4万円,2K,25.92m2,https://suumo.jp/chintai/jnc_000086272090/?bc=100353079157
賃貸マンション,ガーラ練馬グランドステージ,東京都練馬区豊玉中３,西武池袋線/練馬駅 歩7分,都営大江戸線/豊島園駅 歩17分,西武池袋線/桜台駅 歩18分,築5年,地下1地上4階建,4階,9.7万円,10000円,9.7万円,19.4万円,2K,25.92m2,https://suumo.jp/chintai/jnc_000086529693/?bc=100354036547
賃貸マンション,ガーラ練馬グランドステージ,東京都練馬区豊玉中３,西武池袋線/練馬駅 歩7分,都営大江戸線/豊島園駅 歩17分,西武池袋線/桜台駅 歩18分,築5年,地下1地上4階建,4階,9.7万円,10000円,9.7万円,19.4万円,2K,25.92m2,https://suumo.jp/chintai/jnc_000067010384/?bc=100354562567
賃貸マンション,ガーラ・ヴィスタ練馬,東京都練馬区豊玉北４,西武池袋線/練馬駅 歩7分,都営大江戸線/練馬駅 歩6分,西武池袋線/桜台駅 歩7分,築8年,5階建,2階,12.3万円,12000円,12.3万円,24.6万円,2K,36.09m2,https://suumo.jp/chintai/jnc_000086717626/?bc=100353885214
賃貸マンション,ガーラ・ヴィスタ練馬,東京都練馬区豊玉北４,西武池袋線/練馬駅 歩7分,都営大江戸線/練馬駅 歩6分,西武池袋線/桜台駅 歩7分,築8年,5階建,2階,12.6万円,12000円,12.6万円,25.2万円,2K,36.09m2,https://suumo.jp/chintai/jnc_000086490316/?bc=100353901110
賃貸マンション,ガーラ・ヴィスタ練馬,東京都練馬区豊玉北４,西武池袋線/練馬駅 歩7分,都営大江戸線/練馬駅 歩6分,西武池袋線/桜台駅 歩7分,築8年,5階建,2階,12.6万円,12000円,12.6万円,25.2万円,2K,36.09m2,https://suumo.jp/chintai/jnc_000086490315/?bc=100354015810
賃貸マンション,ガーラ・ヴィスタ練馬,東京都練馬区豊玉北４,西武池袋線/練馬駅 歩7分,都営大江戸線/練馬駅 歩6分,西武池袋線/桜台駅 歩7分,築8年,5階建,2階,12.6万円,12000円,12.6万円,25.2万円,2K,36.09m2,https://suumo.jp/chintai/jnc_000086510410/?bc=100353905639
賃貸マンション,前畑ビル,東京都千代田区神田和泉町,東京メトロ日比谷線/秋葉原駅 歩4分,東京メトロ銀座線/末広町駅 歩10分,都営新宿線/岩本町駅 歩8分,築48年,3階建,3階,15万円,-,15万円,15万円,3DK,53.64m2,https://suumo.jp/chintai/jnc_000086699512/?bc=100355226012
賃貸マンション,都営大江戸線 練馬駅 7階建 築5年,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,西武有楽町線/新桜台駅 歩9分,築5年,7階建,2階,8.7万円,9000円,8.7万円,17.4万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000049727321/?bc=100354987726
賃貸マンション,都営大江戸線 練馬駅 7階建 築5年,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,西武有楽町線/新桜台駅 歩9分,築5年,7階建,2階,8.7万円,9000円,8.7万円,17.4万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000049745654/?bc=100355217814
賃貸マンション,都営大江戸線 練馬駅 7階建 築5年,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,西武有楽町線/新桜台駅 歩9分,築5年,7階建,3階,8.75万円,9000円,8.75万円,17.5万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000050711352/?bc=100353149834
賃貸マンション,都営大江戸線 練馬駅 7階建 築5年,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,西武有楽町線/新桜台駅 歩9分,築5年,7階建,3階,8.75万円,9000円,8.75万円,17.5万円,2K,25.8m2,https://suumo.jp/chintai/jnc_000077657411/?bc=100353183592
賃貸マンション,都営大江戸線 練馬駅 7階建 築5年,東京都練馬区豊玉北３,都営大江戸線/練馬駅 歩10分,西武池袋線/桜台駅 歩5分,西武有楽町線/新桜台駅 歩9分,築5年,7階建,3階,9.7万円,10000円,9.7万円,19.4万円,2K,28.41m2,https://suumo.jp/chintai/jnc_000070703445/?bc=100354987727
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,1階,11.55万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613525/?bc=100343959723
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,1階,11.55万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084663500/?bc=100342865177
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,1階,11.55万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084619708/?bc=100342865144
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,2階,11.65万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084648468/?bc=100342098843
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,2階,11.65万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084658664/?bc=100342537750
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,2階,11.7万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084613528/?bc=100355564505
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.7万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084663505/?bc=100343488289
賃貸マンション,東武東上線 下板橋駅 7階建 新築,東京都豊島区池袋本町２,東武東上線/下板橋駅 歩8分,東武東上線/北池袋駅 歩9分,ＪＲ埼京線/板橋駅 歩15分,新築,7階建,3階,11.7万円,10000円,-,-,2K,25.95m2,https://suumo.jp/chintai/jnc_000084667704/?bc=100342098868
